tx_price,beds,baths,sqft,lot_size,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,two_and_two,during_recession,property_age,school_score,exterior_walls_Brick,exterior_walls_Brick veneer,exterior_walls_Combination,exterior_walls_Metal,exterior_walls_Missing,exterior_walls_Other,exterior_walls_Siding (Alum/Vinyl),exterior_walls_Wood,roof_Asphalt,roof_Composition Shingle,roof_Missing,roof_Other,roof_Shake Shingle,property_type_Apartment / Condo / Townhouse,property_type_Single-Family
408000,2,3,1314,1440,1.0,21,3,0,5,40,3,19,9,35.0,69.0,80.0,274.0,83.0,9.0,3.0,0,0,19,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
495000,2,3,1600,1165,1.0,183,8,31,32,282,31,172,77,42.0,61.0,86.0,500.0,166.0,2.0,3.0,0,0,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
416000,2,3,1667,0,1.0,21,4,1,3,17,5,15,13,45.0,65.0,76.0,340.0,103.0,5.0,3.0,0,0,18,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
538000,2,3,1820,784,1.0,192,8,32,33,291,33,177,79,31.0,34.0,78.0,465.0,154.0,2.0,3.0,0,0,28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
335000,2,3,1853,1000,1.0,163,8,30,27,273,25,139,68,55.0,55.0,91.0,714.0,237.0,2.0,3.0,0,0,18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
395000,2,3,1925,2219,1.0,41,8,4,5,23,0,21,10,38.0,63.0,46.0,393.0,119.0,5.0,3.0,0,0,9,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
299940,2,3,1942,0,1.0,14,3,1,0,5,0,13,2,29.0,82.0,44.0,229.0,65.0,4.5,2.0,0,0,0,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
300000,2,3,2067,1260,1.0,21,3,1,3,17,2,13,8,42.0,55.0,72.0,348.0,106.0,7.0,3.0,0,0,23,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
399500,2,3,2180,0,1.0,68,15,16,16,59,7,39,21,52.0,65.0,82.0,322.0,107.0,2.0,3.0,0,1,35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
300000,2,4,1377,1200,1.0,18,0,1,2,27,0,9,5,35.0,76.0,48.0,327.0,99.0,3.0,3.0,0,0,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
370000,3,1,874,11325,1.0,111,12,8,14,91,2,31,12,42.0,81.0,76.0,343.0,104.0,4.0,3.0,0,0,94,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
200000,3,1,876,9047,1.0,24,6,0,5,24,4,17,22,40.0,85.0,25.0,286.0,87.0,5.0,3.0,0,0,65,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
455000,3,1,884,10001,1.0,106,7,15,21,239,5,58,23,29.0,75.0,45.0,392.0,119.0,8.0,3.0,0,0,53,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285000,3,1,943,0,1.0,8,1,0,3,9,2,10,9,35.0,29.0,73.0,223.0,68.0,4.0,3.0,0,0,59,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
433150,3,1,948,7254,1.0,29,3,3,2,24,1,15,4,44.0,72.0,42.0,286.0,87.0,4.0,3.0,0,0,54,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225000,3,1,1008,7274,0.0,41,6,3,2,33,1,19,3,33.0,81.0,19.0,329.0,65.0,3.0,3.0,0,0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
297000,3,1,1024,1245,0.0,85,9,19,18,65,9,35,44,32.0,48.0,47.0,278.0,92.0,4.0,3.0,0,1,62,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
204000,3,1,1102,0,1.0,47,7,2,3,34,3,32,28,29.0,48.0,29.0,247.0,63.0,3.0,3.0,0,0,24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
209400,3,1,1120,3994,1.0,36,2,1,6,22,8,18,21,28.0,80.0,22.0,258.0,78.0,5.0,3.0,0,1,36,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
306000,3,1,1140,1306,1.0,63,5,5,6,35,4,40,14,30.0,50.0,45.0,225.0,68.0,6.0,3.0,0,0,22,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
375000,3,1,1204,11325,1.0,4,1,0,0,12,1,3,6,39.0,83.0,43.0,340.0,103.0,6.0,3.0,0,0,59,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
397555,3,1,1210,1398,1.0,31,4,3,4,24,2,20,15,37.0,50.0,63.0,307.0,93.0,8.0,3.0,0,0,28,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
325000,3,1,1211,16117,1.0,97,15,12,6,118,3,52,13,30.0,88.0,40.0,336.0,102.0,3.0,3.0,0,1,57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
375000,3,1,1220,1260,1.0,18,2,0,3,19,3,9,12,39.0,64.0,81.0,307.0,93.0,6.0,3.0,0,0,25,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
523000,3,1,1220,2325,1.0,63,3,5,4,34,4,29,8,34.0,76.0,54.0,225.0,68.0,8.0,3.0,0,0,29,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
274500,3,1,1224,3600,1.0,80,12,6,16,38,10,52,22,32.0,43.0,63.0,303.0,92.0,5.0,3.0,0,1,63,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
368000,3,1,1260,10267,1.0,4,2,1,0,9,2,2,1,43.0,84.0,70.0,395.0,120.0,6.0,3.0,0,0,64,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
330000,3,1,1280,1420,1.0,20,2,1,3,16,6,15,14,33.0,57.0,41.0,238.0,72.0,7.0,3.0,0,0,35,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
300000,3,1,1280,1375,1.0,98,13,9,11,99,6,56,31,40.0,68.0,63.0,274.0,83.0,5.0,3.0,0,1,26,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
275000,3,1,1280,1598,0.0,51,10,4,4,85,4,33,9,35.0,52.0,42.0,167.0,47.0,4.0,3.0,0,0,21,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
340000,3,1,1280,1398,1.0,69,14,2,8,56,1,50,25,40.0,68.0,63.0,274.0,83.0,5.0,3.0,0,0,20,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
497650,3,1,1286,8276,0.0,47,9,2,4,45,4,30,31,40.0,54.0,80.0,540.0,187.0,9.0,3.0,0,0,57,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
490000,3,1,1301,51400,1.0,77,8,7,17,83,6,38,24,38.0,87.0,78.0,548.0,167.0,9.0,3.0,0,0,66,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
295000,3,1,1302,0,1.0,63,4,5,5,38,4,42,12,30.0,46.0,36.0,179.0,54.0,7.0,3.0,0,0,33,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
650000,3,1,1309,7540,1.0,51,7,7,9,44,5,21,31,30.0,65.0,81.0,511.0,177.0,9.0,3.0,0,1,60,-6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
580000,3,1,1323,3674,1.0,62,9,9,11,68,7,41,38,37.0,41.0,53.0,526.0,174.0,3.0,3.0,0,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
330000,3,1,1368,1340,1.0,18,2,0,0,23,1,11,7,40.0,68.0,50.0,291.0,88.0,4.5,2.0,0,1,19,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
299990,3,1,1382,1995,1.0,9,1,0,3,8,0,15,5,28.0,85.0,31.0,241.0,73.0,6.0,3.0,0,0,22,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
389900,3,1,1404,11761,1.0,3,1,0,0,15,1,1,6,33.0,62.0,44.0,348.0,106.0,6.0,3.0,0,1,57,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
430000,3,1,1506,1746,1.0,8,1,0,1,12,0,4,10,48.0,66.0,85.0,404.0,123.0,7.0,3.0,0,0,23,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
482413,3,1,1520,1400,1.0,67,3,11,9,123,6,51,12,38.0,81.0,65.0,377.0,114.0,3.0,3.0,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
325000,3,1,1568,14810,0.0,44,2,8,3,65,7,21,18,30.0,65.0,69.0,299.0,84.0,8.0,3.0,0,0,51,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
500000,3,1,1618,12196,1.0,46,7,5,6,60,2,41,10,40.0,83.0,82.0,372.0,123.0,1.0,3.0,0,0,49,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
656500,3,1,1846,6255,1.0,109,17,6,15,91,6,32,25,38.0,76.0,85.0,522.0,181.0,9.0,3.0,0,0,53,-6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
296000,3,1,1860,1977,1.0,81,8,4,10,181,5,49,23,33.0,66.0,83.0,430.0,131.0,7.0,3.0,0,0,5,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
399000,3,1,1928,12632,1.0,60,13,4,2,46,3,34,8,31.0,91.0,17.0,351.0,107.0,3.0,3.0,0,0,60,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
200000,3,1,2175,9500,1.0,70,8,9,7,82,5,48,37,36.0,81.0,80.0,771.0,224.0,9.0,3.0,0,0,55,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225870,3,1,2622,3010,1.0,35,5,3,4,32,2,14,14,34.0,76.0,73.0,471.0,143.0,6.5,2.0,0,0,0,-4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
359000,3,2,816,3600,1.0,62,12,5,6,33,8,29,25,33.0,52.0,38.0,352.0,107.0,5.0,3.0,0,1,64,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
349900,3,2,816,3484,1.0,60,10,5,7,25,3,48,13,33.0,52.0,38.0,368.0,112.0,5.0,3.0,0,0,58,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
255000,3,2,879,9999,1.0,26,10,2,2,28,1,19,4,41.0,70.0,61.0,327.0,99.0,4.0,3.0,0,0,59,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
255000,3,2,884,3140,1.0,95,11,14,12,96,5,52,32,39.0,64.0,34.0,360.0,109.0,3.0,3.0,0,1,48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232500,3,2,890,25264,1.0,39,5,4,1,41,0,11,2,40.0,75.0,47.0,233.0,66.0,5.0,3.0,0,0,53,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
405000,3,2,922,0,1.0,62,13,12,9,41,18,48,45,33.0,35.0,87.0,309.0,107.0,6.0,3.0,0,0,70,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
429900,3,2,966,5647,1.0,0,1,0,0,2,0,2,1,36.0,62.0,63.0,344.0,104.0,6.0,2.0,0,0,25,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
249600,3,2,969,1281,1.0,21,3,1,3,45,2,11,7,33.0,50.0,36.0,184.0,52.0,5.0,3.0,0,0,17,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
299000,3,2,972,21780,1.0,38,8,3,6,47,1,31,9,42.0,76.0,25.0,336.0,102.0,4.0,3.0,0,1,47,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
246700,3,2,997,1119,1.0,30,10,1,1,19,3,12,3,32.0,45.0,47.0,245.0,74.0,3.0,3.0,0,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
360000,3,2,1009,8925,1.0,96,7,15,13,84,6,57,15,45.0,61.0,42.0,351.0,107.0,4.0,3.0,0,1,53,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
349900,3,2,1036,3598,1.0,32,12,2,3,35,1,28,8,31.0,89.0,26.0,278.0,85.0,4.0,3.0,0,0,53,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
350000,3,2,1060,1341,1.0,28,6,1,1,20,0,17,13,39.0,70.0,52.0,308.0,94.0,8.0,3.0,0,0,31,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
339500,3,2,1064,0,1.0,32,3,0,7,86,3,26,10,35.0,69.0,80.0,180.0,55.0,9.0,3.0,0,0,18,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
320000,3,2,1084,0,1.0,119,6,21,23,302,6,98,35,36.0,42.0,67.0,274.0,83.0,8.0,3.0,0,0,38,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
299000,3,2,1092,10545,1.0,26,1,3,3,56,1,15,4,37.0,70.0,36.0,344.0,105.0,3.0,3.0,0,1,52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
305000,3,2,1092,10724,1.0,22,5,1,1,16,1,6,11,37.0,61.0,56.0,319.0,97.0,5.0,3.0,0,0,50,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
325900,3,2,1100,915,1.0,19,1,0,3,17,0,8,11,42.0,56.0,81.0,286.0,87.0,6.0,3.0,0,1,28,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
310000,3,2,1102,2016,1.0,58,9,9,10,60,10,35,45,32.0,78.0,83.0,406.0,134.0,3.0,3.0,0,0,48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
358000,3,2,1104,1050,1.0,40,4,4,2,31,4,13,9,35.0,49.0,84.0,323.0,98.0,6.5,2.0,0,1,23,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
200750,3,2,1131,0,1.0,38,2,3,5,64,2,65,18,40.0,75.0,57.0,249.0,76.0,9.0,3.0,0,0,31,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
257600,3,2,1144,1502,1.0,21,3,1,5,13,3,13,13,41.0,73.0,60.0,258.0,78.0,5.0,3.0,0,0,31,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
280000,3,2,1152,8712,0.0,25,7,1,0,15,2,22,12,35.0,69.0,25.0,310.0,80.0,3.0,3.0,0,1,50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
258000,3,2,1178,1398,1.0,0,0,0,0,2,0,0,0,36.0,83.0,66.0,295.0,89.0,9.0,3.0,0,1,32,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
415000,3,2,1200,5227,1.0,22,10,1,3,29,1,17,2,41.0,70.0,61.0,368.0,112.0,4.0,3.0,0,0,65,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
339000,3,2,1200,8745,1.0,65,14,5,2,49,3,40,10,29.0,85.0,36.0,359.0,109.0,3.0,3.0,0,0,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
249000,3,2,1200,9069,1.0,65,14,5,2,49,3,40,10,29.0,85.0,36.0,368.0,112.0,3.0,3.0,0,0,48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
500000,3,2,1208,11761,1.0,14,1,0,0,7,1,4,6,43.0,90.0,69.0,353.0,107.0,8.0,3.0,0,0,33,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
345000,3,2,1211,10781,1.0,70,13,7,4,71,3,40,13,30.0,88.0,40.0,397.0,121.0,3.0,3.0,0,1,58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280000,3,2,1214,2178,1.0,14,2,3,4,19,1,8,12,32.0,67.0,70.0,347.0,89.0,3.0,3.0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285000,3,2,1220,2448,1.0,0,1,0,0,2,0,2,0,33.0,58.0,44.0,278.0,84.0,6.0,2.0,0,0,26,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
439900,3,2,1220,2178,1.0,21,4,1,5,16,1,18,11,34.0,66.0,72.0,359.0,109.0,8.0,3.0,0,0,23,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
428000,3,2,1220,1519,1.0,33,5,3,5,22,1,21,12,34.0,36.0,86.0,364.0,111.0,8.0,3.0,0,0,30,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
417000,3,2,1220,1520,1.0,33,5,3,5,22,1,21,12,34.0,36.0,86.0,368.0,112.0,8.0,3.0,0,0,30,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
410000,3,2,1220,1981,1.0,72,14,2,9,58,1,51,26,40.0,68.0,63.0,327.0,99.0,5.0,3.0,0,0,21,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
525000,3,2,1224,7000,1.0,15,1,0,4,11,2,13,10,46.0,54.0,73.0,430.0,131.0,4.0,3.0,0,0,63,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
392000,3,2,1225,16117,1.0,111,10,10,12,90,7,74,23,42.0,58.0,42.0,341.0,118.0,7.0,3.0,0,1,59,-4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
252500,3,2,1228,2012,1.0,53,4,7,4,77,1,35,10,31.0,73.0,26.0,209.0,59.0,4.0,3.0,0,0,17,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
375000,3,2,1232,2639,1.0,16,6,1,3,26,0,3,6,33.0,82.0,47.0,254.0,77.0,3.0,3.0,0,0,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
375000,3,2,1232,1540,1.0,11,2,0,4,7,2,5,7,39.0,87.0,73.0,315.0,96.0,8.0,1.0,0,0,26,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
378000,3,2,1240,1306,1.0,76,10,11,9,89,4,51,30,39.0,64.0,34.0,335.0,102.0,5.0,3.0,0,0,27,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
485000,3,2,1254,10737,1.0,12,2,0,7,6,0,0,5,47.0,66.0,62.0,457.0,139.0,5.0,3.0,0,1,61,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
445900,3,2,1258,0,0.0,48,3,9,2,21,20,29,42,30.0,34.0,70.0,349.0,121.0,6.0,3.0,0,0,6,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
335000,3,2,1260,3598,1.0,54,10,4,7,22,2,25,11,33.0,52.0,38.0,376.0,114.0,5.0,3.0,0,0,61,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
271000,3,2,1260,27007,1.0,0,0,0,0,0,0,0,0,48.0,76.0,47.0,303.0,86.0,8.0,3.0,0,1,51,-5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
399900,3,2,1267,10519,1.0,30,5,2,3,21,1,11,7,44.0,79.0,47.0,409.0,124.0,4.0,3.0,0,1,56,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
275000,3,2,1276,11761,1.0,20,4,1,1,13,1,5,10,41.0,66.0,40.0,340.0,103.0,6.0,3.0,0,1,55,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
333000,3,2,1280,1999,1.0,24,5,1,1,19,0,16,13,36.0,75.0,64.0,311.0,94.0,9.0,3.0,0,0,29,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
324000,3,2,1280,1441,1.0,16,1,1,4,19,2,5,13,39.0,72.0,60.0,302.0,92.0,7.0,1.0,0,1,26,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
440000,3,2,1285,11761,1.0,6,1,1,0,22,0,4,6,39.0,80.0,44.0,399.0,121.0,7.0,2.0,0,1,50,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
575000,3,2,1287,14374,1.0,27,3,3,3,34,3,17,15,40.0,64.0,77.0,528.0,161.0,10.0,3.0,0,0,71,-7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
275000,3,2,1296,15681,1.0,19,10,1,1,20,0,23,5,31.0,79.0,30.0,269.0,82.0,3.0,3.0,0,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
425000,3,2,1304,8616,1.0,18,2,0,1,12,1,16,9,36.0,92.0,76.0,381.0,116.0,7.0,2.0,0,0,36,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
295000,3,2,1304,1446,1.0,89,5,9,5,34,2,49,13,32.0,83.0,31.0,245.0,74.0,5.0,3.0,0,0,25,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
319900,3,2,1320,1400,1.0,10,2,0,1,10,3,5,7,46.0,78.0,77.0,295.0,90.0,7.0,3.0,0,0,33,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
340000,3,2,1320,1400,1.0,18,3,1,4,14,3,8,13,46.0,78.0,77.0,295.0,89.0,7.0,3.0,0,1,40,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
